us_state,county,year_end,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,ninetieth_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_so2,days_pm2,days_pm10
AR,Ashley,12/31/2019,120,103,17,0,0,0,0,67,53,33,0,0,0,0,120,0
AR,Benton,12/31/2019,146,120,26,0,0,0,0,83,56,35,0,0,0,0,146,0
AR,Clark,12/31/2019,355,347,8,0,0,0,0,67,46,32,0,0,355,0,0,0
AR,Craighead,12/31/2019,49,43,6,0,0,0,0,61,53,30,0,0,0,0,49,0
AR,Crittenden,12/31/2019,365,290,74,1,0,0,0,101,57,40,0,8,205,0,152,0
AR,Garland,12/31/2019,121,93,28,0,0,0,0,75,54,38,0,0,0,0,121,0
AR,Jackson,12/31/2019,117,102,15,0,0,0,0,74,54,34,0,0,0,0,117,0
AR,Newton,12/31/2019,365,347,18,0,0,0,0,90,47,36,0,0,358,0,7,0
AR,Polk,12/31/2019,361,312,48,1,0,0,0,119,54,39,0,0,314,0,47,0
AR,Pulaski,12/31/2019,365,235,130,0,0,0,0,79,61,45,0,2,146,0,217,0
AR,Union,12/31/2019,241,196,45,0,0,0,0,98,54,35,0,0,0,0,241,0
AR,Washington,12/31/2019,365,284,81,0,0,0,0,96,58,43,0,0,207,0,158,0
CA,Alameda,12/31/2019,365,260,97,8,0,0,0,150,63,41,0,28,175,0,162,0
CA,Amador,12/31/2019,355,308,45,2,0,0,0,115,51,39,0,0,355,0,0,0
CA,Butte,12/31/2019,365,224,136,3,2,0,0,173,67,46,0,0,231,0,133,1
CA,Calaveras,12/31/2019,360,299,60,1,0,0,0,108,58,42,0,0,322,0,35,3
CA,Colusa,12/31/2019,365,294,71,0,0,0,0,83,59,39,0,0,228,0,83,54
CA,Contra Costa,12/31/2019,365,292,69,4,0,0,0,129,61,40,0,4,244,0,116,1
CA,Del Norte,12/31/2019,248,236,12,0,0,0,0,71,43,20,0,0,0,0,248,0
CA,El Dorado,12/31/2019,365,273,86,6,0,0,0,122,74,43,0,0,355,0,1,9
CA,Fresno,12/31/2019,365,139,160,64,2,0,0,187,115,60,0,3,259,0,80,23
CA,Glenn,12/31/2019,362,302,60,0,0,0,0,86,55,40,0,0,277,0,68,17
CA,Humboldt,12/31/2019,363,353,10,0,0,0,0,65,40,27,2,1,272,0,50,38
CA,Imperial,12/31/2019,365,125,219,19,2,0,0,185,93,58,0,1,210,0,79,75
CA,Inyo,12/31/2019,365,232,121,6,2,1,3,638,84,47,0,0,319,0,14,32
CA,Kern,12/31/2019,365,119,151,87,6,1,1,548,122,67,0,2,260,0,73,30
CA,Kings,12/31/2019,365,152,172,37,2,0,2,507,105,56,0,0,190,0,103,72
CA,Lake,12/31/2019,360,360,0,0,0,0,0,50,41,31,0,0,356,0,3,1
CA,Los Angeles,12/31/2019,365,66,213,57,28,1,0,201,136,71,0,36,197,0,124,8
CA,Madera,12/31/2019,365,189,163,13,0,0,0,140,84,50,0,0,259,0,67,39
CA,Marin,12/31/2019,363,337,25,1,0,0,0,133,48,33,0,15,221,0,127,0
CA,Mariposa,12/31/2019,365,221,130,9,5,0,0,176,84,47,0,0,296,0,68,1
CA,Mendocino,12/31/2019,361,334,27,0,0,0,0,77,47,33,0,0,229,0,120,12
CA,Merced,12/31/2019,365,213,145,7,0,0,0,119,79,48,0,0,250,0,113,2
CA,Mono,12/31/2019,365,270,80,6,0,0,9,3852,81,27,0,0,0,0,305,60
CA,Monterey,12/31/2019,365,330,34,1,0,0,0,144,50,37,2,0,287,0,62,14
CA,Napa,12/31/2019,363,330,31,2,0,0,0,119,49,35,2,0,265,0,96,0
CA,Nevada,12/31/2019,361,273,83,5,0,0,0,122,71,44,0,0,326,0,35,0
CA,Orange,12/31/2019,365,216,133,15,1,0,0,172,87,48,0,13,262,0,83,7
CA,Placer,12/31/2019,365,221,134,10,0,0,0,136,77,48,0,2,295,0,66,2
CA,Plumas,12/31/2019,341,248,88,5,0,0,0,138,68,25,0,0,0,0,341,0
CA,Riverside,12/31/2019,365,75,170,91,29,0,0,185,147,77,0,0,247,0,70,48
CA,Sacramento,12/31/2019,365,213,142,10,0,0,0,140,84,46,0,1,240,0,116,8
CA,San Benito,12/31/2019,365,326,39,0,0,0,0,90,51,38,0,0,347,0,11,7
CA,San Bernardino,12/31/2019,365,55,177,71,54,8,0,213,169,80,0,16,246,0,96,7
CA,San Diego,12/31/2019,365,87,253,23,2,0,0,169,93,64,0,2,176,0,184,3
CA,San Francisco,12/31/2019,365,313,51,1,0,0,0,108,52,36,0,28,172,0,165,0
CA,San Joaquin,12/31/2019,365,231,122,11,1,0,0,190,80,44,0,3,236,0,109,17
CA,San Luis Obispo,12/31/2019,365,230,132,3,0,0,0,108,74,46,0,0,282,0,45,38
CA,San Mateo,12/31/2019,365,327,36,2,0,0,0,122,51,35,0,21,209,0,135,0
CA,Santa Barbara,12/31/2019,365,286,78,1,0,0,0,105,59,43,0,0,295,0,57,13
CA,Santa Clara,12/31/2019,365,271,90,4,0,0,0,136,66,41,0,7,218,0,139,1
CA,Santa Cruz,12/31/2019,365,347,18,0,0,0,0,70,46,35,0,0,262,0,103,0
CA,Shasta,12/31/2019,364,311,53,0,0,0,0,100,54,42,0,0,352,0,10,2
CA,Siskiyou,12/31/2019,365,332,29,2,2,0,0,161,49,36,0,0,262,0,103,0
CA,Solano,12/31/2019,365,290,74,1,0,0,0,119,59,40,0,2,225,0,138,0
CA,Sonoma,12/31/2019,365,348,17,0,0,0,0,87,44,33,0,3,258,0,94,10
CA,Stanislaus,12/31/2019,365,201,141,22,1,0,0,177,91,49,0,0,245,0,107,13
CA,Sutter,12/31/2019,365,239,124,2,0,0,0,110,71,44,0,0,249,0,109,7
CA,Tehama,12/31/2019,365,282,83,0,0,0,0,93,64,41,0,0,323,0,41,1
CA,Trinity,12/31/2019,269,246,21,2,0,0,0,113,49,18,0,0,0,0,269,0
CA,Tulare,12/31/2019,365,127,157,78,2,1,0,280,122,66,0,2,242,0,99,22
CA,Tuolumne,12/31/2019,358,273,83,2,0,0,0,108,67,43,0,0,358,0,0,0
CA,Ventura,12/31/2019,365,214,142,9,0,0,0,126,77,46,0,5,284,0,65,11
CA,Yolo,12/31/2019,365,284,80,1,0,0,0,136,61,41,0,1,279,0,82,3
CO,Adams,12/31/2019,365,223,141,1,0,0,0,132,64,47,0,48,150,0,87,80
CO,Alamosa,12/31/2019,107,107,0,0,0,0,0,21,17,9,0,0,0,0,107,0
CO,Arapahoe,12/31/2019,365,227,132,6,0,0,0,140,80,46,0,0,352,0,13,0
CO,Archuleta,12/31/2019,363,331,30,2,0,0,0,124,50,31,0,3,186,0,0,174
CO,Boulder,12/31/2019,365,227,133,5,0,0,0,119,74,47,0,0,269,0,96,0
CO,Clear Creek,12/31/2019,290,205,84,1,0,0,0,112,67,46,0,0,290,0,0,0
CO,Delta,12/31/2019,365,339,26,0,0,0,0,80,50,41,0,0,346,0,19,0
CO,Denver,12/31/2019,365,179,183,2,1,0,0,153,74,51,0,116,151,1,97,0
CO,Douglas,12/31/2019,361,236,114,10,1,0,0,154,77,46,0,0,304,0,57,0
CO,El Paso,12/31/2019,365,259,106,0,0,0,0,100,67,45,0,0,345,0,18,2
CO,Fremont,12/31/2019,32,32,0,0,0,0,0,29,23,13,0,0,0,0,0,32
CO,Garfield,12/31/2019,365,309,56,0,0,0,0,97,54,44,0,0,363,0,2,0
CO,Gilpin,12/31/2019,143,117,25,1,0,0,0,115,58,45,0,0,143,0,0,0
CO,Gunnison,12/31/2019,358,279,78,1,0,0,0,101,61,45,0,0,358,0,0,0
CO,Jackson,12/31/2019,102,102,0,0,0,0,0,25,13,6,0,0,0,0,102,0
CO,Jefferson,12/31/2019,365,238,111,16,0,0,0,129,87,46,0,2,363,0,0,0
CO,La Plata,12/31/2019,365,276,89,0,0,0,0,87,61,44,0,10,326,0,29,0
CO,Larimer,12/31/2019,365,208,151,6,0,0,0,129,77,48,0,0,337,0,28,0
CO,Mesa,12/31/2019,364,289,75,0,0,0,0,87,58,44,2,0,309,0,51,2
CO,Montezuma,12/31/2019,365,280,85,0,0,0,0,97,61,46,0,0,365,0,0,0
CO,Pitkin,12/31/2019,121,121,0,0,0,0,0,46,19,10,0,0,0,0,12,109
CO,Prowers,12/31/2019,346,343,3,0,0,0,0,76,28,14,0,0,0,0,0,346
CO,Pueblo,12/31/2019,126,125,1,0,0,0,0,68,31,20,0,0,0,0,75,51
CO,Rio Blanco,12/31/2019,365,311,54,0,0,0,0,100,54,44,0,0,321,0,44,0
CO,Routt,12/31/2019,356,353,2,1,0,0,0,137,27,13,0,0,0,0,0,356
CO,San Juan,12/31/2019,116,116,0,0,0,0,0,24,14,7,0,0,0,0,116,0
CO,San Miguel,12/31/2019,113,112,1,0,0,0,0,54,22,11,0,0,0,0,0,113
CO,Weld,12/31/2019,365,252,110,3,0,0,0,125,69,45,0,0,236,0,129,0
CT,Fairfield,12/31/2019,365,262,82,18,3,0,0,161,77,43,0,9,186,0,169,1
CT,Hartford,12/31/2019,365,301,59,5,0,0,0,122,55,39,0,26,240,0,98,1
CT,Litchfield,12/31/2019,365,342,23,0,0,0,0,97,48,37,0,0,339,0,26,0
CT,Middlesex,12/31/2019,205,175,23,6,1,0,0,154,61,41,0,0,205,0,0,0
CT,New Haven,12/31/2019,365,280,71,12,2,0,0,159,67,41,0,15,247,0,99,4
CT,New London,12/31/2019,364,323,34,7,0,0,0,129,52,37,0,0,200,0,164,0
CT,Tolland,12/31/2019,212,187,20,5,0,0,0,126,54,42,0,0,212,0,0,0
CT,Windham,12/31/2019,360,344,15,1,0,0,0,105,46,36,0,0,360,0,0,0
DE,Kent,12/31/2019,365,293,72,0,0,0,0,83,58,42,0,0,273,0,92,0
DE,New Castle,12/31/2019,365,259,103,3,0,0,0,136,68,43,0,7,253,0,105,0
DE,Sussex,12/31/2019,365,299,66,0,0,0,0,93,58,42,0,0,279,0,86,0
DC,District of Columbia,12/31/2019,365,242,118,4,1,0,0,157,71,44,0,32,221,0,112,0
FL,Alachua,12/31/2019,364,329,35,0,0,0,0,80,50,35,0,0,273,0,91,0
FL,Baker,12/31/2019,361,341,20,0,0,0,0,77,48,33,0,0,361,0,0,0
FL,Bay,12/31/2019,357,308,49,0,0,0,0,85,54,38,0,0,235,0,122,0
FL,Brevard,12/31/2019,351,336,15,0,0,0,0,90,46,36,0,0,306,0,45,0
FL,Broward,12/31/2019,363,303,60,0,0,0,0,90,54,40,2,9,165,0,187,0
FL,Citrus,12/31/2019,365,337,28,0,0,0,0,80,48,30,0,0,0,8,357,0
FL,Collier,12/31/2019,362,331,31,0,0,0,0,90,50,34,0,0,197,0,165,0
FL,Columbia,12/31/2019,363,294,69,0,0,0,0,90,58,38,0,0,207,0,156,0
FL,Duval,12/31/2019,361,248,112,1,0,0,0,114,64,43,0,0,174,0,187,0
FL,Escambia,12/31/2019,365,290,74,1,0,0,0,101,57,40,0,0,271,0,94,0
FL,Flagler,12/31/2019,270,265,5,0,0,0,0,74,45,34,0,0,270,0,0,0
FL,Hamilton,12/31/2019,349,313,36,0,0,0,0,79,51,31,0,0,0,33,316,0
FL,Highlands,12/31/2019,233,224,9,0,0,0,0,84,46,36,0,0,233,0,0,0
FL,Hillsborough,12/31/2019,365,281,78,6,0,0,0,132,64,42,0,0,211,4,150,0
FL,Holmes,12/31/2019,362,289,73,0,0,0,0,84,56,40,0,0,203,0,159,0
FL,Indian River,12/31/2019,335,324,11,0,0,0,0,90,47,36,0,0,335,0,0,0
FL,Lake,12/31/2019,330,301,28,1,0,0,0,101,50,35,0,0,330,0,0,0
FL,Lee,12/31/2019,365,328,36,1,0,0,0,108,51,36,0,0,251,0,110,4
FL,Leon,12/31/2019,360,275,84,1,0,0,0,119,58,38,0,0,168,0,192,0
FL,Liberty,12/31/2019,351,339,12,0,0,0,0,74,45,33,0,0,351,0,0,0
FL,Manatee,12/31/2019,365,333,30,2,0,0,0,108,49,36,0,0,365,0,0,0
FL,Marion,12/31/2019,365,311,54,0,0,0,0,87,54,38,0,0,236,0,129,0
FL,Martin,12/31/2019,352,323,29,0,0,0,0,84,49,35,0,0,235,0,117,0
FL,Miami-Dade,12/31/2019,363,317,44,2,0,0,0,146,52,38,1,23,150,0,188,1
FL,Nassau,12/31/2019,351,326,25,0,0,0,0,71,46,28,0,0,0,97,254,0
FL,Okaloosa,12/31/2019,363,335,28,0,0,0,0,84,48,36,0,0,342,0,0,21
FL,Orange,12/31/2019,360,321,39,0,0,0,0,93,51,36,1,1,300,0,58,0
FL,Osceola,12/31/2019,364,338,22,4,0,0,0,122,48,34,0,0,364,0,0,0
FL,Palm Beach,12/31/2019,357,321,36,0,0,0,0,93,51,35,0,0,218,0,137,2
FL,Pasco,12/31/2019,365,336,29,0,0,0,0,97,49,36,0,0,365,0,0,0
FL,Pinellas,12/31/2019,365,296,69,0,0,0,0,100,59,40,0,0,213,0,148,4
FL,Polk,12/31/2019,365,314,51,0,0,0,0,100,54,36,0,0,248,2,115,0
FL,Putnam,12/31/2019,352,347,5,0,0,0,0,54,29,17,0,0,0,6,0,346
FL,Santa Rosa,12/31/2019,364,307,57,0,0,0,0,93,57,39,0,0,241,0,123,0
FL,Sarasota,12/31/2019,365,323,42,0,0,0,0,100,52,37,0,0,246,0,119,0
FL,Seminole,12/31/2019,365,322,42,1,0,0,0,110,52,37,0,0,297,0,67,1
FL,St. Lucie,12/31/2019,352,342,10,0,0,0,0,77,46,34,0,0,352,0,0,0
FL,Volusia,12/31/2019,350,316,34,0,0,0,0,80,50,37,0,0,241,0,109,0
FL,Wakulla,12/31/2019,363,316,47,0,0,0,0,84,54,35,0,0,256,2,105,0
GA,Bibb,12/31/2019,365,278,84,3,0,0,0,137,61,38,0,0,158,3,204,0
GA,Charlton,12/31/2019,103,100,3,0,0,0,0,61,36,20,0,0,0,0,103,0
GA,Chatham,12/31/2019,365,295,70,0,0,0,0,87,56,39,0,0,146,58,161,0
GA,Chattooga,12/31/2019,244,231,13,0,0,0,0,71,48,40,0,0,244,0,0,0
GA,Clarke,12/31/2019,365,245,120,0,0,0,0,87,61,44,0,0,136,0,229,0
GA,Clayton,12/31/2019,119,98,21,0,0,0,0,70,54,36,0,0,0,0,119,0
GA,Cobb,12/31/2019,282,224,57,1,0,0,0,119,60,42,0,0,210,0,72,0
GA,Coffee,12/31/2019,121,107,14,0,0,0,0,66,52,26,0,0,0,0,121,0
GA,Columbia,12/31/2019,245,229,16,0,0,0,0,74,49,39,0,0,245,0,0,0
GA,Dawson,12/31/2019,244,225,18,1,0,0,0,126,48,37,0,0,244,0,0,0
GA,DeKalb,12/31/2019,365,251,110,3,1,0,0,159,64,44,0,34,156,0,175,0
GA,Dougherty,12/31/2019,356,236,118,2,0,0,0,107,63,40,0,0,0,0,356,0
GA,Douglas,12/31/2019,245,212,28,5,0,0,0,126,58,40,0,0,245,0,0,0
GA,Floyd,12/31/2019,365,217,148,0,0,0,0,89,62,44,0,0,0,5,360,0
GA,Fulton,12/31/2019,365,192,166,6,1,0,0,172,74,49,0,19,130,0,216,0
GA,Glynn,12/31/2019,279,254,25,0,0,0,0,80,50,36,0,0,224,0,55,0
GA,Gwinnett,12/31/2019,355,221,132,2,0,0,0,112,69,45,0,0,152,0,203,0
GA,Hall,12/31/2019,340,259,81,0,0,0,0,88,57,37,0,0,0,0,340,0
GA,Henry,12/31/2019,363,283,73,7,0,0,0,150,59,37,0,0,166,0,197,0
GA,Houston,12/31/2019,354,246,106,1,1,0,0,152,61,38,0,0,0,0,354,0
GA,Lowndes,12/31/2019,309,255,54,0,0,0,0,68,55,35,0,0,0,0,309,0
GA,Murray,12/31/2019,269,230,39,0,0,0,0,93,54,42,0,0,239,0,30,0
GA,Muscogee,12/31/2019,364,274,90,0,0,0,0,90,58,40,0,0,149,0,215,0
GA,Pike,12/31/2019,353,307,43,3,0,0,0,147,58,37,0,0,353,0,0,0
GA,Richmond,12/31/2019,364,231,131,2,0,0,0,101,64,45,0,0,127,16,203,18
GA,Rockdale,12/31/2019,241,186,50,5,0,0,0,129,67,43,0,0,241,0,0,0
GA,Sumter,12/31/2019,238,211,27,0,0,0,0,97,54,39,0,0,238,0,0,0
GA,Walker,12/31/2019,356,269,87,0,0,0,0,82,57,37,0,0,0,0,356,0
GA,Washington,12/31/2019,211,176,34,1,0,0,0,116,54,29,0,0,0,0,211,0
HI,Hawaii,12/31/2019,365,357,8,0,0,0,0,79,29,16,0,0,0,52,313,0
HI,Honolulu,12/31/2019,365,339,26,0,0,0,0,94,46,29,1,3,262,65,33,1
HI,Kauai,12/31/2019,365,363,2,0,0,0,0,71,27,13,0,144,0,3,218,0
HI,Maui,12/31/2019,362,347,11,3,1,0,0,166,30,15,0,0,0,0,362,0
ID,Ada,12/31/2019,365,317,48,0,0,0,0,100,53,38,0,8,240,0,112,5
ID,Bannock,12/31/2019,365,344,21,0,0,0,0,96,46,27,0,0,0,152,135,78
ID,Benewah,12/31/2019,364,242,111,9,2,0,0,154,74,37,0,0,0,0,364,0
ID,Blaine,12/31/2019,314,313,1,0,0,0,0,51,25,15,0,0,0,0,314,0
ID,Boise,12/31/2019,365,290,72,2,1,0,0,165,60,33,0,0,0,0,365,0
ID,Bonner,12/31/2019,365,316,48,1,0,0,0,115,55,21,0,0,0,0,272,93
ID,Bonneville,12/31/2019,357,342,15,0,0,0,0,63,43,29,0,0,0,0,357,0
ID,Butte,12/31/2019,361,348,13,0,0,0,0,71,48,40,0,0,359,0,2,0
ID,Canyon,12/31/2019,365,311,54,0,0,0,0,95,54,25,0,0,0,0,274,91
ID,Caribou,12/31/2019,330,326,2,2,0,0,0,108,24,6,0,0,0,330,0,0
ID,Custer,12/31/2019,96,96,0,0,0,0,0,38,17,6,0,0,0,0,96,0
ID,Franklin,12/31/2019,364,333,28,3,0,0,0,112,44,18,0,0,0,0,364,0
ID,Idaho,12/31/2019,365,297,68,0,0,0,0,88,55,40,0,0,214,0,151,0
ID,Jerome,12/31/2019,353,353,0,0,0,0,0,48,28,15,0,0,0,0,353,0
ID,Kootenai,12/31/2019,355,318,37,0,0,0,0,86,51,23,0,0,0,0,355,0
ID,Latah,12/31/2019,350,350,0,0,0,0,0,48,26,10,0,0,0,0,350,0
ID,Lemhi,12/31/2019,360,269,87,4,0,0,0,133,69,23,0,0,0,0,360,0
ID,Nez Perce,12/31/2019,360,309,51,0,0,0,0,89,56,24,0,0,0,0,360,0
ID,Shoshone,12/31/2019,365,260,102,3,0,0,0,117,72,29,0,0,0,0,353,12
ID,Twin Falls,12/31/2019,365,361,4,0,0,0,0,71,33,19,0,0,0,0,365,0
ID,Valley,12/31/2019,357,290,67,0,0,0,0,91,61,22,0,0,0,0,357,0
IL,Adams,12/31/2019,241,208,33,0,0,0,0,93,54,41,0,0,241,0,0,0
IL,Champaign,12/31/2019,365,281,84,0,0,0,0,100,61,42,0,0,235,0,130,0
IL,Clark,12/31/2019,327,314,13,0,0,0,0,74,47,34,0,0,327,0,0,0
IL,Cook,12/31/2019,365,150,206,9,0,0,0,133,76,53,0,26,91,0,238,10
IL,DuPage,12/31/2019,352,257,92,2,1,0,0,174,61,42,0,0,172,0,180,0
IL,Effingham,12/31/2019,245,224,21,0,0,0,0,84,50,40,0,0,245,0,0,0
IL,Hamilton,12/31/2019,344,269,74,1,0,0,0,105,58,43,0,0,198,0,146,0
IL,Jersey,12/31/2019,347,284,61,2,0,0,0,119,58,42,0,0,207,0,140,0
IL,Jo Daviess,12/31/2019,363,351,12,0,0,0,0,74,47,34,0,0,363,0,0,0
IL,Kane,12/31/2019,284,229,51,4,0,0,0,112,63,40,0,0,226,0,58,0
IL,La Salle,12/31/2019,335,334,1,0,0,0,0,60,4,0,0,0,0,335,0,0
IL,Lake,12/31/2019,245,210,33,2,0,0,0,115,58,40,0,0,245,0,0,0
IL,Macon,12/31/2019,365,255,110,0,0,0,0,93,61,44,0,0,148,30,187,0
IL,Macoupin,12/31/2019,365,348,17,0,0,0,0,87,47,33,0,101,245,19,0,0
IL,Madison,12/31/2019,365,192,170,1,2,0,0,156,71,49,0,0,186,2,174,3
IL,McHenry,12/31/2019,340,230,108,2,0,0,0,126,61,44,0,0,142,0,198,0
IL,McLean,12/31/2019,364,256,108,0,0,0,0,100,61,44,0,0,174,0,190,0
IL,Monroe,12/31/2019,286,286,0,0,0,0,0,33,6,1,0,0,0,286,0,0
IL,Peoria,12/31/2019,364,284,78,2,0,0,0,101,58,41,0,0,203,0,161,0
IL,Randolph,12/31/2019,324,264,60,0,0,0,0,97,54,40,0,0,209,0,115,0
IL,Rock Island,12/31/2019,361,281,78,2,0,0,0,115,59,42,0,0,186,0,175,0
IL,St. Clair,12/31/2019,365,272,92,1,0,0,0,108,60,43,1,62,169,0,133,0
IL,Sangamon,12/31/2019,360,287,73,0,0,0,0,87,58,40,0,0,183,0,177,0
IL,Tazewell,12/31/2019,346,346,0,0,0,0,0,36,9,1,0,0,0,346,0,0
IL,Wabash,12/31/2019,364,361,3,0,0,0,0,82,10,1,0,0,0,364,0,0
IL,Will,12/31/2019,365,260,105,0,0,0,0,84,62,43,0,0,140,0,225,0
IL,Winnebago,12/31/2019,341,240,100,1,0,0,0,102,61,42,0,0,147,0,194,0
IN,Allen,12/31/2019,365,262,102,1,0,0,0,101,61,43,0,0,218,0,147,0
IN,Bartholomew,12/31/2019,364,298,66,0,0,0,0,77,54,41,0,0,268,0,96,0
IN,Boone,12/31/2019,351,320,31,0,0,0,0,90,50,35,0,0,351,0,0,0
IN,Brown,12/31/2019,365,349,16,0,0,0,0,74,47,35,0,0,365,0,0,0
IN,Carroll,12/31/2019,358,333,25,0,0,0,0,84,49,35,0,0,358,0,0,0
IN,Clark,12/31/2019,365,287,77,1,0,0,0,101,59,41,0,0,246,0,119,0
IN,Daviess,12/31/2019,350,350,0,0,0,0,0,19,7,1,0,0,0,350,0,0
IN,Delaware,12/31/2019,352,319,33,0,0,0,0,71,49,35,0,0,303,0,49,0
IN,Dubois,12/31/2019,120,102,18,0,0,0,0,70,54,33,0,0,0,0,119,1
IN,Elkhart,12/31/2019,365,294,71,0,0,0,0,81,55,37,0,0,231,0,134,0
IN,Floyd,12/31/2019,363,338,25,0,0,0,0,87,48,35,0,0,360,3,0,0
IN,Gibson,12/31/2019,359,355,4,0,0,0,0,84,17,3,0,0,0,359,0,0
IN,Greene,12/31/2019,355,318,37,0,0,0,0,87,51,39,0,0,315,0,40,0
IN,Hamilton,12/31/2019,365,268,95,2,0,0,0,119,61,41,0,0,217,0,148,0
IN,Hendricks,12/31/2019,361,348,13,0,0,0,0,93,47,34,0,0,361,0,0,0
IN,Henry,12/31/2019,119,106,13,0,0,0,0,63,52,28,0,0,0,0,119,0
IN,Howard,12/31/2019,361,289,71,1,0,0,0,108,58,40,0,0,238,0,123,0
IN,Huntington,12/31/2019,355,345,10,0,0,0,0,84,44,31,0,0,355,0,0,0
IN,Jackson,12/31/2019,360,340,20,0,0,0,0,80,47,35,0,0,360,0,0,0
IN,Knox,12/31/2019,359,328,31,0,0,0,0,87,50,36,0,0,359,0,0,0
IN,La Porte,12/31/2019,364,305,55,4,0,0,0,126,61,37,0,0,331,0,33,0
IN,Lake,12/31/2019,365,225,139,1,0,0,0,101,70,45,0,3,149,5,204,4
IN,Madison,12/31/2019,365,286,78,1,0,0,0,101,58,41,0,0,226,0,139,0
IN,Marion,12/31/2019,365,153,208,4,0,0,0,112,72,53,0,0,110,0,255,0
IN,Monroe,12/31/2019,346,296,50,0,0,0,0,69,53,33,0,0,0,0,346,0
