us_state,county,poverty_estimate,poverty_percentage
TN,Bledsoe,2793,23.1
TX,Walker,12775,23.1
AL,Russell,13078,23.2
AK,Nome,2248,23.2
AK,Yukon-Koyukuk,1237,23.2
LA,St. Helena,2373,23.2
MS,Montgomery,2335,23.2
SC,Clarendon,7526,23.2
AL,Clarke,5541,23.3
AL,Escambia,7971,23.3
AR,Polk,4645,23.3
FL,Hardee,6026,23.3
KY,Johnson,5144,23.3
KY,Russell,4087,23.3
LA,Red River,1944,23.3
MS,Amite,2866,23.3
NE,Thurston,1664,23.3
VA,Wise,8285,23.3
VA,Harrisonburg city,10837,23.3
AR,Lincoln,2302,23.4
KY,Metcalfe,2335,23.4
LA,Caldwell,2190,23.4
NC,Vance,10217,23.4
TN,Fentress,4198,23.4
TX,Presidio,1672,23.4
VA,Prince Edward,4392,23.4
VA,Emporia city,1180,23.4
AR,Jefferson,14957,23.5
CO,Otero,4197,23.5
GA,Wilkinson,2074,23.5
AZ,Santa Cruz,10858,23.6
LA,Evangeline,7609,23.6
OK,Hughes,2775,23.6
AL,Choctaw,3031,23.7
AL,Conecuh,2939,23.7
CO,Las Animas,3180,23.7
GA,Brooks,3665,23.7
GA,Richmond,45089,23.7
GA,Taylor,1904,23.7
KY,Pulaski,15049,23.7
KY,Rowan,5043,23.7
LA,Winn,2982,23.7
TX,Jim Wells,9579,23.7
AL,Monroe,5018,23.8
FL,Taylor,4556,23.8
GA,Miller,1356,23.8
LA,Iberia,16887,23.8
MI,Isabella,15385,23.8
MS,Jasper,3934,23.8
OK,Payne,17537,23.8
AR,Sharp,4098,23.9
FL,Hendry,9525,23.9
GA,Marion,1999,23.9
MO,Ripley,3197,23.9
NM,Quay,1968,23.9
TX,Brazos,49752,23.9
TX,Nacogdoches,14453,23.9
VA,Greensville,1970,23.9
CA,Tulare,110299,24.01
FL,Hamilton,2791,24.01
GA,Jefferson,3643,24.01
TX,Hall,725,24.01
VA,Richmond city,51609,24.01
AZ,Gila,12661,24.1
AR,Lafayette,1622,24.1
MS,Attala,4378,24.1
AR,Hempstead,5208,24.2
GA,Atkinson,2006,24.2
OK,Okfuskee,2689,24.2
AR,Mississippi,10018,24.3
KY,Laurel,14386,24.3
KY,Monroe,2542,24.3
MO,Oregon,2522,24.3
MO,Wright,4390,24.3
NC,Northampton,4647,24.3
TN,Johnson,3855,24.3
CO,Saguache,1608,24.4
FL,Dixie,3627,24.4
NC,Hertford,5225,24.4
NC,Tyrrell,870,24.4
OK,Harmon,631,24.4
SC,Orangeburg,20595,24.4
VA,Danville city,9679,24.4
GA,Ben Hill,4082,24.5
VA,Lexington city,1069,24.5
CA,Del Norte,6113,24.6
GA,Baker,783,24.6
GA,Bulloch,17369,24.6
KY,Powell,2973,24.6
LA,Avoyelles,9243,24.6
LA,Jackson,3635,24.6
MO,Dunklin,7204,24.6
GA,Candler,2590,24.7
LA,Ouachita,37173,24.7
MD,Somerset,5083,24.7
MS,Marion,6013,24.7
NC,Lenoir,13882,24.7
KY,Estill,3498,24.8
NM,Hidalgo,1050,24.8
NC,Richmond,10795,24.8
NC,Washington,2947,24.8
OK,Muskogee,16243,24.8
TN,Clay,1889,24.8
TX,Cochran,695,24.8
WV,Calhoun,1794,24.8
GA,Coffee,9921,24.9
KY,Wayne,5055,24.9
SD,Charles Mix,2238,24.9
GA,Bibb,36728,25.01
VA,Dickenson,3569,25.01
AL,Hale,3654,25.1
KY,Casey,3818,25.1
SC,Hampton,4548,25.1
TX,Reeves,3051,25.1
GA,Baldwin,9944,25.2
TX,Coleman,2103,25.2
GA,Lowndes,27533,25.3
OK,Kiowa,2207,25.3
PA,Philadelphia,388221,25.3
TX,Garza,1114,25.3
KY,Menifee,1609,25.4
LA,Bienville,3369,25.4
MS,Clay,4895,25.4
MO,New Madrid,4369,25.4
AR,Columbia,5512,25.5
GA,Sumter,7169,25.5
MS,Oktibbeha,11489,25.5
NC,Edgecombe,13222,25.5
TX,Kleberg,7504,25.5
GA,Charlton,2670,25.6
GA,Colquitt,11508,25.6
KY,Lewis,3358,25.6
LA,St. Landry,21032,25.6
MO,Adair,5760,25.6
NM,Roosevelt,4545,25.7
WV,Lincoln,5304,25.7
WV,Wyoming,5402,25.7
LA,Caddo,62114,25.8
SC,Lee,4075,25.8
AL,Lowndes,2585,25.9
KY,Perry,6706,25.9
OK,Greer,1216,25.9
UT,San Juan,3895,25.9
AK,Northwest Arctic,1974,26.01
OK,McCurtain,8390,26.01
FL,DeSoto,8766,26.1
GA,Quitman,613,26.1
LA,Orleans,99613,26.1
MS,Walthall,3740,26.1
MT,Roosevelt,2838,26.1
WV,Cabell,23726,26.1
MT,Blaine,1727,26.2
MT,Glacier,3487,26.2
FL,Putnam,18954,26.3
NM,Dona Ana,55541,26.3
OK,Choctaw,3842,26.3
AZ,Navajo,28216,26.4
KY,Clinton,2673,26.4
MO,Pemiscot,4369,26.4
NC,Scotland,8570,26.4
GA,Echols,1038,26.5
GA,Taliaferro,430,26.5
KY,Whitley,9131,26.5
SC,Bamberg,3631,26.5
GA,Clarke,31067,26.6
NM,Sierra,2877,26.6
TX,Bee,6597,26.6
WV,Gilmer,1632,26.6
GA,Early,2707,26.7
GA,Washington,4966,26.7
NM,Torrance,3955,26.7
AR,Woodruff,1726,26.8
MT,Big Horn,3535,26.8
SC,Williamsburg,8050,26.8
TX,Maverick,15411,27.01
ND,Rolette,3884,27.1
NC,Bertie,4896,27.2
OK,Adair,5905,27.2
AR,Monroe,1906,27.3
CO,Costilla,1028,27.3
GA,Tattnall,5677,27.3
TX,Jim Hogg,1413,27.3
TX,Webb,74061,27.3
WV,Clay,2360,27.3
GA,Treutlen,1760,27.4
GA,Mitchell,5488,27.5
SC,Marion,8522,27.5
GA,Clinch,1827,27.6
GA,Dooly,3283,27.6
GA,Emanuel,5890,27.6
GA,Turner,2104,27.6
NC,Greene,5107,27.6
TX,Falls,4280,27.6
WI,Menominee,1256,27.6
AL,Pike,8611,27.7
LA,Concordia,5086,27.7
SC,Barnwell,5833,27.7
TX,Cameron,116191,27.7
LA,Catahoula,2504,27.8
LA,Richland,5407,27.8
AL,Dallas,10796,27.9
GA,Warren,1457,27.9
LA,Franklin,5464,27.9
LA,Lincoln,11963,27.9
NY,Bronx,400473,27.9
TX,Frio,4524,27.9
VA,Buchanan,5734,27.9
GA,Evans,2899,28.01
LA,Morehouse,6937,28.01
MS,Pike,10796,28.01
SC,Marlboro,6717,28.01
NC,Halifax,14009,28.1
WV,Webster,2321,28.1
GA,Bacon,3089,28.2
GA,Dougherty,24373,28.2
KY,Carter,7430,28.2
VA,Lee,6270,28.2
FL,Madison,4633,28.3
NM,Luna,6635,28.3
NM,Socorro,4580,28.3
ND,Benson,1948,28.4
TN,Hancock,1831,28.4
MO,Mississippi,3329,28.5
TX,Duval,3037,28.6
VA,Radford city,4213,28.6
AK,Bethel,5077,28.7
MS,Jefferson Davis,3208,28.7
KY,Pike,16502,28.8
OH,Athens,16259,28.8
WV,Summers,3429,28.8
NM,Rio Arriba,11221,28.9
AR,Desha,3388,29.01
GA,Johnson,2333,29.01
KY,Fulton,1663,29.01
NC,Robeson,37204,29.01
MS,Tunica,2882,29.1
GA,Seminole,2385,29.2
IL,Jackson,15952,29.2
NM,San Miguel,7793,29.2
TX,La Salle,1731,29.2
WV,Logan,9401,29.2
TX,Hidalgo,251593,29.5
GA,Macon,3371,29.6
GA,Crisp,6605,29.7
KY,Elliott,1917,29.7
MS,Kemper,2664,29.8
SC,Dillon,9004,29.8
KY,Wolfe,2129,29.9
TX,Zapata,4282,30.01
AR,Chicot,2974,30.1
KY,Morgan,3418,30.1
NM,Cibola,7316,30.1
GA,Hancock,2190,30.3
IL,Alexander,1889,30.3
LA,Natchitoches,11137,30.3
AL,Macon,5213,30.6
GA,Wilcox,2097,30.7
KY,Letcher,6798,30.8
KY,Leslie,3123,31.01
WV,Mingo,7423,31.01
TX,Dimmit,3217,31.2
KY,Jackson,4160,31.4
TX,Zavala,3642,31.6
WV,McDowell,5793,31.7
AL,Wilcox,3392,32.01
CO,Bent,1285,32.01
TX,Starr,20344,32.01
KY,Magoffin,3974,32.1
KY,Floyd,11536,32.2
KY,Knox,9789,32.2
MS,Bolivar,9765,32.4
MS,Adams,9288,32.5
MS,Washington,14854,32.7
GA,Jenkins,2474,32.8
KY,Lawrence,5101,32.8
GA,Terrell,2789,33.01
AZ,Apache,23426,33.1
GA,Clay,960,33.1
MS,Wilkinson,2558,33.1
AL,Greene,2752,33.2
AL,Barbour,7414,33.4
GA,Randolph,2232,33.6
AR,St. Francis,7357,33.7
KY,Lee,2147,33.7
MS,Yazoo,7775,33.9
MS,Jefferson,2337,34.1
AL,Bullock,2956,34.4
KY,McCreary,5404,34.4
MS,Noxubee,3645,34.5
GA,Telfair,4366,34.6
KY,Knott,5033,34.6
MS,Coahoma,7860,34.8
LA,Tensas,1603,34.9
SD,Bennett,1190,34.9
SD,Dewey,2018,34.9
TX,Brooks,2509,35.01
TX,Willacy,6371,35.01
GA,Calhoun,1662,35.1
MS,Tallahatchie,4104,35.2
MS,Sharkey,1548,35.5
KY,Martin,3591,35.8
AL,Sumter,4238,35.9
MO,Shannon,2923,35.9
ND,Sioux,1541,35.9
GA,Stewart,1601,36.2
KY,Breathitt,4592,36.2
MS,Sunflower,7966,36.2
SD,Jackson,1174,36.2
KY,Bell,9494,36.7
SC,Allendale,2892,36.7
KY,Owsley,1594,36.8
AL,Perry,3180,37.2
AR,Lee,2760,37.3
GA,Wheeler,2010,37.4
AK,Kusilvak,3050,37.5
NM,McKinley,27143,37.8
SD,Mellette,771,38.01
MS,Issaquena,401,38.1
MS,Humphreys,3166,38.4
LA,Madison,3788,38.9
LA,Claiborne,5145,39.5
AR,Phillips,7288,39.8
TN,Lake,1983,39.9
MS,Holmes,6855,40.8
MS,Quitman,2915,40.9
KY,Harlan,10875,41.5
SD,Oglala Lakota,5913,41.5
KY,Clay,7754,41.7
MS,Leflore,11770,42.2
SD,Corson,1773,42.4
MS,Claiborne,3335,42.6
SD,Buffalo,860,43.3
LA,East Carroll,2820,46.7
CO,Crowley,1400,47.4
SD,Todd,5036,50.4
SD,Ziebach,1557,56.7
