data_state,county,poverty_estimate,poverty_percentage
TN,Overton,"3,251",15.0
TN,Perry,"1,390",17.6
TN,Pickett,797,16.0
TN,Polk,"2,623",15.8
TN,Putnam,"10,996",14.5
TN,Rhea,"5,886",18.4
TN,Roane,"7,779",14.8
TN,Robertson,"7,414",10.6
TN,Rutherford,"33,172",10.4
TN,Scott,"4,591",21.2
TN,Sequatchie,"2,339",16.0
TN,Sevier,"13,466",13.9
TN,Shelby,"198,554",21.7
TN,Smith,"2,739",13.9
TN,Stewart,"1,867",13.9
TN,Sullivan,"25,549",16.5
TN,Sumner,"16,426",8.9
TN,Tipton,"7,240",12.0
TN,Trousdale,"1,570",18.6
TN,Unicoi,"2,797",16.1
TN,Union,"3,858",19.8
TN,Van Buren,918,16.3
TN,Warren,"9,025",22.5
TN,Washington,"18,528",14.9
TN,Wayne,"3,066",21.3
TN,Weakley,"6,252",19.7
TN,White,"4,612",17.3
TN,Williamson,"8,794",3.8
TN,Wilson,"10,888",7.8
TX,Anderson,"8,778",19.8
TX,Andrews,"1,922",10.7
TX,Angelina,"15,052",17.9
TX,Aransas,"4,642",19.9
TX,Archer,922,10.6
TX,Armstrong,197,10.7
TX,Atascosa,"7,803",15.7
TX,Austin,"3,031",10.2
TX,Bailey,"1,087",15.8
TX,Bandera,"3,016",13.4
TX,Bastrop,"10,673",12.6
TX,Baylor,563,16.1
TX,Bee,"6,607",26.7
TX,Bell,"44,865",13.0
TX,Bexar,"334,215",17.2
TX,Blanco,"1,176",10.1
TX,Borden,65,10.0
TX,Bosque,"2,721",14.9
TX,Bowie,"16,794",19.1
TX,Brazoria,"36,342",10.1
TX,Brazos,"49,310",23.2
TX,Brewster,"1,475",16.0
TX,Briscoe,245,16.2
TX,Brooks,"2,183",31.0
TX,Brown,"4,778",13.2
TX,Burleson,"2,686",14.8
TX,Burnet,"5,099",11.0
TX,Caldwell,"5,850",14.1
TX,Calhoun,"3,036",14.2
TX,Callahan,"1,661",12.0
TX,Cameron,"117,193",27.9
TX,Camp,"2,431",18.8
TX,Carson,536,8.9
TX,Cass,"6,059",20.4
TX,Castro,"1,328",17.5
TX,Chambers,"3,593",8.5
TX,Cherokee,"8,623",17.4
TX,Childress,"1,180",21.2
TX,Clay,"1,125",10.9
TX,Cochran,609,21.9
TX,Coke,469,14.1
TX,Coleman,"1,604",19.3
TX,Collin,"64,180",6.4
TX,Collingsworth,502,17.3
TX,Colorado,"2,845",13.7
TX,Comal,"10,498",7.1
TX,Comanche,"2,180",16.4
TX,Concho,702,26.6
TX,Cooke,"5,914",14.8
TX,Coryell,"9,407",15.0
TX,Cottle,293,21.2
TX,Crane,475,10.1
TX,Crockett,529,15.3
TX,Crosby,"1,349",23.7
TX,Culberson,444,20.3
TX,Dallam,867,12.1
TX,Dallas,"368,310",14.2
TX,Dawson,"2,575",22.9
TX,Deaf Smith,"3,232",17.5
TX,Delta,908,17.2
TX,Denton,"62,151",7.3
TX,DeWitt,"3,370",18.4
TX,Dickens,390,20.3
TX,Dimmit,"2,508",24.6
TX,Donley,574,18.6
TX,Duval,"2,684",25.5
TX,Eastland,"3,269",18.7
TX,Ector,"20,485",12.9
TX,Edwards,425,22.1
TX,Ellis,"15,609",8.8
TX,El Paso,"169,120",20.5
TX,Erath,"6,988",18.1
TX,Falls,"3,331",21.7
TX,Fannin,"4,466",13.8
TX,Fayette,"3,322",13.3
TX,Fisher,592,15.5
TX,Floyd,"1,218",21.0
TX,Foard,210,18.0
TX,Fort Bend,"61,455",7.9
TX,Franklin,"1,615",15.2
TX,Freestone,"2,493",13.7
TX,Frio,"4,511",27.5
TX,Gaines,"3,198",15.4
TX,Galveston,"40,109",12.1
TX,Garza,"1,096",24.6
TX,Gillespie,"2,527",9.6
TX,Glasscock,134,9.7
TX,Goliad,"1,077",14.4
TX,Gonzales,"3,465",16.9
TX,Gray,"3,352",16.7
TX,Grayson,"16,116",12.3
TX,Gregg,"18,108",15.1
TX,Grimes,"4,444",17.5
TX,Guadalupe,"13,716",8.5
TX,Hale,"5,715",18.4
TX,Hall,718,24.1
TX,Hamilton,"1,221",14.7
TX,Hansford,626,11.6
TX,Hardeman,680,17.4
TX,Hardin,"7,035",12.4
TX,Harris,"767,367",16.5
TX,Harrison,"9,584",14.7
TX,Hartley,429,9.5
TX,Haskell,"1,220",23.1
TX,Hays,"28,293",13.2
TX,Hemphill,366,9.6
TX,Henderson,"15,718",19.4
TX,Hidalgo,"256,985",30.0
TX,Hill,"4,460",12.6
TX,Hockley,"4,300",19.5
TX,Hood,"6,108",10.2
TX,Hopkins,"5,320",14.6
TX,Houston,"5,323",26.1
TX,Howard,"6,263",20.6
TX,Hudspeth,838,17.8
TX,Hunt,"12,715",13.6
TX,Hutchinson,"2,708",13.0
TX,Irion,123,8.1
TX,Jack,"1,359",17.7
TX,Jackson,"1,885",12.9
TX,Jasper,"6,682",19.2
TX,Jeff Davis,284,13.1
TX,Jefferson,"44,682",18.7
TX,Jim Hogg,"1,318",25.2
TX,Jim Wells,"8,552",21.2
TX,Johnson,"17,965",10.7
TX,Jones,"3,232",22.0
TX,Karnes,"2,751",21.8
TX,Kaufman,"14,539",11.5
TX,Kendall,"3,361",7.5
TX,Kenedy,63,14.3
TX,Kent,89,13.3
TX,Kerr,"7,023",13.9
TX,Kimble,760,17.6
TX,King,38,13.7
TX,Kinney,724,21.1
TX,Kleberg,"7,369",25.0
TX,Knox,723,20.4
TX,Lamar,"7,066",14.4
TX,Lamb,"2,587",20.0
TX,Lampasas,"2,713",12.9
TX,La Salle,"1,737",29.6
TX,Lavaca,"2,644",13.5
TX,Lee,"2,049",12.3
TX,Leon,"2,679",15.6
TX,Liberty,"12,252",15.1
TX,Limestone,"4,860",22.2
TX,Lipscomb,397,12.0
TX,Live Oak,"2,067",18.7
TX,Llano,"2,628",12.3
TX,Loving,5,3.3
TX,Lubbock,"52,037",17.6
TX,Lynn,"1,063",18.3
TX,McCulloch,"1,449",18.5
TX,McLennan,"46,457",18.9
TX,McMullen,82,11.1
TX,Madison,"2,122",17.9
TX,Marion,"2,135",21.9
TX,Martin,773,13.6
TX,Mason,541,12.7
TX,Matagorda,"6,639",18.4
TX,Maverick,"14,859",25.9
TX,Medina,"5,988",12.3
TX,Menard,452,21.6
TX,Midland,"17,351",10.1
TX,Milam,"3,839",15.6
TX,Mills,693,14.6
TX,Mitchell,"1,432",21.4
TX,Montague,"2,668",13.8
TX,Montgomery,"54,400",9.3
TX,Moore,"2,588",12.2
TX,Morris,"2,462",20.2
TX,Motley,219,17.8
TX,Nacogdoches,"13,110",21.6
TX,Navarro,"9,739",20.0
TX,Newton,"2,898",22.3
TX,Nolan,"2,615",18.2
TX,Nueces,"57,694",16.2
TX,Ochiltree,"1,040",10.5
TX,Oldham,245,13.0
TX,Orange,"11,101",13.4
TX,Palo Pinto,"4,529",15.9
TX,Panola,"3,578",15.7
TX,Parker,"11,289",8.3
TX,Parmer,"1,325",13.5
TX,Pecos,"2,650",19.5
TX,Polk,"6,834",15.0
TX,Potter,"22,262",19.7
TX,Presidio,"1,557",22.4
TX,Rains,"1,752",14.5
TX,Randall,"11,343",8.5
TX,Reagan,371,10.0
TX,Real,616,18.1
TX,Red River,"2,185",18.2
TX,Reeves,"2,693",21.5
TX,Refugio,"1,125",16.3
TX,Roberts,70,7.8
TX,Robertson,"2,699",15.8
TX,Rockwall,"5,125",5.1
TX,Runnels,"1,692",16.9
TX,Rusk,"7,900",16.4
TX,Sabine,"1,845",17.6
TX,San Augustine,"1,777",22.2
TX,San Jacinto,"4,981",17.5
TX,San Patricio,"11,425",17.3
TX,San Saba,896,16.8
TX,Schleicher,476,16.5
TX,Scurry,"2,408",15.8
TX,Shackelford,432,13.4
TX,Shelby,"5,173",20.6
TX,Sherman,368,12.1
TX,Smith,"33,744",15.0
TX,Somervell,854,9.7
TX,Starr,"21,151",33.2
TX,Stephens,"1,696",19.4
TX,Sterling,161,12.6
TX,Stonewall,194,14.6
TX,Sutton,531,14.2
TX,Swisher,"1,312",19.2
TX,Tarrant,"248,032",12.1
TX,Taylor,"21,301",16.0
TX,Terrell,155,18.9
TX,Terry,"2,529",22.4
TX,Throckmorton,217,14.3
TX,Titus,"6,035",18.6
TX,Tom Green,"17,558",15.5
TX,Travis,"146,724",12.0
TX,Trinity,"2,581",17.7
TX,Tyler,"3,584",18.2
TX,Upshur,"6,455",15.9
TX,Upton,512,14.2
TX,Uvalde,"5,999",22.9
TX,Val Verde,"8,950",18.9
TX,Van Zandt,"8,598",15.6
TX,Victoria,"13,855",15.4
TX,Walker,"14,525",26.1
TX,Waller,"7,776",15.9
TX,Ward,"1,611",13.9
TX,Washington,"4,566",13.8
TX,Webb,"69,860",25.7
TX,Wharton,"6,909",16.8
TX,Wheeler,721,14.0
TX,Wichita,"21,221",17.8
TX,Wilbarger,"1,905",15.3
TX,Willacy,"6,369",35.0
TX,Williamson,"35,829",6.4
TX,Wilson,"5,400",10.9
TX,Winkler,"1,069",14.1
TX,Wise,"6,643",9.9
TX,Wood,"6,625",15.3
TX,Yoakum,"1,028",12.1
TX,Young,"2,468",13.9
TX,Zapata,"4,529",32.1
TX,Zavala,"3,701",32.0
UT,Beaver,613,9.4
UT,Box Elder,"3,986",7.3
UT,Cache,"15,830",12.9
UT,Carbon,"2,853",14.4
UT,Daggett,64,6.5
UT,Davis,"19,798",5.7
UT,Duchesne,"2,335",11.9
UT,Emery,"1,247",12.5
UT,Garfield,551,11.2
UT,Grand,"1,092",11.3
UT,Iron,"7,444",14.4
UT,Juab,968,8.5
UT,Kane,779,10.5
UT,Millard,"1,453",11.3
UT,Morgan,478,4.0
UT,Piute,262,18.6
UT,Rich,218,8.9
UT,Salt Lake,"102,660",9.0
UT,San Juan,"3,419",22.6
UT,Sanpete,"4,116",14.8
UT,Sevier,"2,544",12.0
UT,Summit,"2,570",6.2
UT,Tooele,"4,744",6.8
UT,Uintah,"4,031",11.5
UT,Utah,"57,136",9.4
UT,Wasatch,"1,750",5.3
UT,Washington,"16,435",9.7
UT,Wayne,347,12.9
UT,Weber,"23,839",9.4
VT,Addison,"3,042",8.9
VT,Bennington,"3,905",11.4
VT,Caledonia,"3,648",12.5
VT,Chittenden,"16,039",10.4
VT,Essex,964,15.5
VT,Franklin,"5,398",11.1
VT,Grand Isle,579,8.2
VT,Lamoille,"2,696",11.0
VT,Orange,"2,901",10.2
VT,Orleans,"3,194",12.2
VT,Rutland,"5,842",10.4
VT,Washington,"6,031",10.8
VT,Windham,"4,965",12.0
VT,Windsor,"5,227",9.6
VA,Accomack,"5,552",17.3
VA,Albemarle,"8,912",8.7
VA,Alleghany,"2,164",14.8
VA,Amelia,"1,273",9.9
VA,Amherst,"3,969",13.0
VA,Appomattox,"2,123",13.5
VA,Arlington,"14,842",6.3
VA,Augusta,"6,531",9.0
VA,Bath,451,10.7
VA,Bedford,"8,162",10.4
VA,Bland,786,14.1
VA,Botetourt,"2,441",7.4
VA,Brunswick,"3,187",22.5
VA,Buchanan,"5,568",27.6
VA,Buckingham,"2,993",20.2
VA,Campbell,"6,132",11.3
VA,Caroline,"2,930",9.7
VA,Carroll,"4,605",15.7
VA,Charles City,851,12.3
VA,Charlotte,"2,264",19.3
VA,Chesterfield,"26,093",7.6
VA,Clarke,934,6.5
VA,Craig,599,11.9
VA,Culpeper,"4,375",8.7
VA,Cumberland,"1,535",15.7
VA,Dickenson,"3,520",25.2
VA,Dinwiddie,"3,486",12.5
VA,Essex,"1,478",13.7
VA,Fairfax,"69,377",6.1
VA,Fauquier,"4,260",6.1
VA,Floyd,"1,922",12.3
VA,Fluvanna,"1,749",6.9
VA,Franklin,"8,390",15.3
VA,Frederick,"6,107",7.0
VA,Giles,"2,064",12.4
VA,Gloucester,"3,348",9.1
VA,Goochland,"1,498",6.7
VA,Grayson,"2,686",18.4
VA,Greene,"1,583",8.1
VA,Greensville,"2,183",26.7
VA,Halifax,"4,825",14.5
VA,Hanover,"5,509",5.2
VA,Henrico,"29,502",9.0
VA,Henry,"10,068",20.0
VA,Highland,280,12.7
VA,Isle of Wight,"3,368",9.2
VA,James City,"5,288",7.0
VA,King and Queen,858,12.2
VA,King George,"1,786",6.8
VA,King William,"1,223",7.3
VA,Lancaster,"1,306",12.3
VA,Lee,"5,461",24.8
VA,Loudoun,"14,700",3.6
VA,Louisa,"4,140",11.3
VA,Lunenburg,"2,008",18.2
VA,Madison,"1,330",10.1
VA,Mathews,812,9.3
VA,Mecklenburg,"5,565",18.7
VA,Middlesex,"1,317",12.7
VA,Montgomery,"21,444",24.1
VA,Nelson,"1,814",12.3
VA,New Kent,"1,132",5.2
VA,Northampton,"2,167",18.8
VA,Northumberland,"1,790",14.8
VA,Nottoway,"2,952",22.4
VA,Orange,"3,387",9.4
VA,Page,"3,293",13.9
VA,Patrick,"2,683",15.5
VA,Pittsylvania,"9,815",16.4
VA,Powhatan,"1,931",6.9
VA,Prince Edward,"3,782",20.0
VA,Prince George,"3,019",8.9
VA,Prince William,"29,545",6.4
VA,Pulaski,"4,791",14.6
VA,Rappahannock,629,8.7
VA,Richmond,"1,169",15.9
VA,Roanoke,"6,145",6.7
VA,Rockbridge,"2,670",12.0
VA,Rockingham,"6,909",8.7
VA,Russell,"5,683",21.5
VA,Scott,"3,834",18.5
VA,Shenandoah,"4,479",10.4
VA,Smyth,"6,059",20.4
VA,Southampton,"2,350",14.7
VA,Spotsylvania,"10,061",7.5
VA,Stafford,"7,822",5.4
VA,Surry,831,12.9
VA,Sussex,"1,980",22.9
VA,Tazewell,"7,104",18.2
VA,Warren,"4,026",10.3
VA,Washington,"8,022",15.2
VA,Westmoreland,"2,914",16.4
VA,Wise,"8,929",25.4
VA,Wythe,"4,391",15.4
VA,York,"3,690",5.5
VA,Alexandria city,"16,093",10.1
VA,Bristol city,"3,324",20.5
VA,Buena Vista city,872,15.2
VA,Charlottesville city,"10,614",23.1
VA,Chesapeake city,"20,239",8.5
VA,Colonial Heights city,"1,756",10.0
VA,Covington city,826,15.4
VA,Danville city,"10,006",25.6
VA,Emporia city,"1,010",20.7
VA,Fairfax city,"1,823",7.6
VA,Falls Church city,535,3.6
VA,Franklin city,"1,444",18.3
VA,Fredericksburg city,"3,851",14.5
VA,Galax city,"1,326",21.7
VA,Hampton city,"19,954",15.4
VA,Harrisonburg city,"12,978",28.0
VA,Hopewell city,"4,381",19.7
VA,Lexington city,"1,046",23.8
VA,Lynchburg city,"14,789",20.8
VA,Manassas city,"3,451",8.4
VA,Manassas Park city,"1,203",7.0
VA,Martinsville city,"3,098",24.7
VA,Newport News city,"26,007",15.2
VA,Norfolk city,"41,471",19.7
VA,Norton city,811,20.8
VA,Petersburg city,"7,491",24.1
VA,Poquoson city,618,5.1
VA,Portsmouth city,"17,540",19.2
VA,Radford city,"4,513",30.4
VA,Richmond city,"48,424",22.3
VA,Roanoke city,"19,812",20.2
VA,Salem city,"2,280",9.7
VA,Staunton city,"2,937",12.3
VA,Suffolk city,"9,846",10.9
VA,Virginia Beach city,"33,084",7.5
VA,Waynesboro city,"3,370",15.1
VA,Williamsburg city,"2,437",23.0
VA,Winchester city,"4,124",15.3
WA,Adams,"3,046",15.6
WA,Asotin,"3,133",14.0
WA,Benton,"19,597",9.8
WA,Chelan,"8,283",10.9
WA,Clallam,"9,968",13.3
WA,Clark,"41,980",8.8
WA,Columbia,533,13.3
WA,Cowlitz,"13,165",12.2
WA,Douglas,"4,450",10.4
WA,Ferry,"1,347",17.8
WA,Franklin,"12,250",13.4
WA,Garfield,306,13.8
WA,Grant,"12,235",12.7
WA,Grays Harbor,"12,295",17.3
WA,Island,"6,219",7.5
WA,Jefferson,"3,949",12.7
WA,King,"202,628",9.2
WA,Kitsap,"23,613",9.1
WA,Kittitas,"7,049",15.8
WA,Klickitat,"2,799",12.7
WA,Lewis,"9,832",12.5
WA,Lincoln,"1,330",12.5
WA,Mason,"8,578",13.7
WA,Okanogan,"7,049",17.0
WA,Pacific,"3,354",15.4
WA,Pend Oreille,"2,021",15.0
WA,Pierce,"76,391",8.7
WA,San Juan,"1,732",10.2
WA,Skagit,"12,239",9.7
WA,Skamania,"1,390",11.7
WA,Snohomish,"60,590",7.5
WA,Spokane,"65,365",13.0
WA,Stevens,"6,045",13.5
WA,Thurston,"24,459",8.7
WA,Wahkiakum,475,10.9
WA,Walla Walla,"7,483",13.3
WA,Whatcom,"32,753",14.9
WA,Whitman,"11,053",25.4
WA,Yakima,"40,961",16.5
WV,Barbour,"3,110",20.0
WV,Berkeley,"13,275",11.5
WV,Boone,"4,890",22.5
WV,Braxton,"2,953",21.6
WV,Brooke,"2,930",13.7
WV,Cabell,"17,242",19.3
WV,Calhoun,"1,637",22.8
WV,Clay,"2,142",25.1
WV,Doddridge,"1,418",19.0
WV,Fayette,"9,236",22.5
WV,Gilmer,"1,521",24.8
WV,Grant,"1,703",14.9
WV,Greenbrier,"5,389",15.8
WV,Hampshire,"4,568",20.0
WV,Hancock,"3,788",13.2
WV,Hardy,"1,753",12.9
WV,Harrison,"11,089",16.7
WV,Jackson,"4,732",16.7
WV,Jefferson,"5,403",9.7
WV,Kanawha,"30,248",17.1
WV,Lewis,"2,718",17.3
WV,Lincoln,"4,756",23.3
WV,Logan,"7,821",24.6
WV,McDowell,"6,386",35.4
WV,Marion,"9,084",16.6
WV,Marshall,"4,200",13.9
WV,Mason,"4,391",16.9
WV,Mercer,"13,157",22.7
WV,Mineral,"3,793",14.5
WV,Mingo,"6,386",27.0
WV,Monongalia,"18,156",18.3
WV,Monroe,"1,960",14.9
WV,Morgan,"1,894",10.8
WV,Nicholas,"4,659",19.0
WV,Ohio,"4,953",12.5
WV,Pendleton,"1,003",14.6
WV,Pleasants,919,13.6
WV,Pocahontas,"1,408",17.5
WV,Preston,"5,104",16.2
WV,Putnam,"5,630",10.0
WV,Raleigh,"14,596",20.7
WV,Randolph,"5,128",19.4
WV,Ritchie,"1,644",17.2
WV,Roane,"3,046",22.1
WV,Summers,"3,144",26.9
WV,Taylor,"2,626",16.1
WV,Tucker,907,13.5
WV,Tyler,"1,341",15.5
WV,Upshur,"4,377",19.0
WV,Wayne,"8,298",20.9
WV,Webster,"1,884",23.0
WV,Wetzel,"2,756",18.3
WV,Wirt,"1,086",18.7
WV,Wood,"12,449",15.0
WV,Wyoming,"4,969",24.1
WI,Adams,"2,924",15.3
WI,Ashland,"2,356",15.8
WI,Barron,"5,482",12.3
WI,Bayfield,"2,103",14.2
WI,Brown,"21,944",8.6
WI,Buffalo,"1,142",8.8
WI,Burnett,"1,628",10.7
WI,Calumet,"2,623",5.3
WI,Chippewa,"6,925",11.3
WI,Clark,"4,052",11.9
WI,Columbia,"4,255",7.6
WI,Crawford,"2,007",12.9
WI,Dane,"57,062",10.8
WI,Dodge,"7,283",8.9
WI,Door,"2,289",8.4
WI,Douglas,"4,902",11.7
WI,Dunn,"5,213",12.5
WI,Eau Claire,"12,906",12.9
WI,Florence,506,11.9
WI,Fond du Lac,"9,513",9.5
WI,Forest,"1,294",14.7
WI,Grant,"6,595",14.0
WI,Green,"2,794",7.7
WI,Green Lake,"2,064",11.0
WI,Iowa,"1,933",8.2
WI,Iron,733,13.2
WI,Jackson,"2,289",12.0
WI,Jefferson,"6,701",8.1
WI,Juneau,"3,388",13.4
WI,Kenosha,"19,819",12.0
WI,Kewaunee,"1,472",7.3
WI,La Crosse,"12,334",10.9
WI,Lafayette,"1,860",11.3
WI,Langlade,"2,392",12.7
WI,Lincoln,"2,862",10.6
WI,Manitowoc,"8,124",10.4
WI,Marathon,"10,027",7.5
WI,Marinette,"4,777",12.0
WI,Marquette,"1,643",10.8
WI,Menominee,"1,215",26.5
WI,Milwaukee,"177,263",19.1
WI,Monroe,"5,972",13.2
WI,Oconto,"3,441",9.2
WI,Oneida,"3,266",9.4
WI,Outagamie,"13,196",7.2
WI,Ozaukee,"3,674",4.2
WI,Pepin,738,10.3
WI,Pierce,"3,363",8.5
WI,Polk,"4,148",9.6
WI,Portage,"7,635",11.3
WI,Price,"1,638",12.4
WI,Racine,"24,084",12.6
WI,Richland,"2,438",14.3
WI,Rock,"17,477",10.9
WI,Rusk,"2,001",14.3
WI,St. Croix,"4,179",4.7
WI,Sauk,"5,416",8.6
WI,Sawyer,"2,338",14.5
WI,Shawano,"3,836",9.6
WI,Sheboygan,"8,432",7.5
WI,Taylor,"2,072",10.3
WI,Trempealeau,"2,297",8.0
WI,Vernon,"4,126",13.6
WI,Vilas,"2,359",10.9
WI,Walworth,"10,114",10.1
WI,Washburn,"1,954",12.5
WI,Washington,"6,059",4.5
WI,Waukesha,"19,937",5.0
WI,Waupaca,"5,135",10.4
WI,Waushara,"2,503",10.9
WI,Winnebago,"16,915",10.4
WI,Wood,"7,313",10.1
WY,Albany,"7,451",20.4
WY,Big Horn,"1,519",13.0
WY,Campbell,"4,200",9.2
WY,Carbon,"1,894",13.4
WY,Converse,"1,287",9.5
WY,Crook,604,8.2
WY,Fremont,"6,070",15.7
WY,Goshen,"1,567",12.9
WY,Hot Springs,604,13.5
WY,Johnson,859,10.3
WY,Laramie,"8,839",9.1
WY,Lincoln,"1,518",7.9
WY,Natrona,"7,677",9.9
WY,Niobrara,292,13.6
WY,Park,"2,921",10.2
WY,Platte,899,10.6
WY,Sheridan,"2,551",8.7
WY,Sublette,658,6.8
WY,Sweetwater,"3,540",8.4
WY,Teton,"1,443",6.3
WY,Uinta,"2,010",10.0
WY,Washakie,918,11.9
WY,Weston,777,11.8
